x0,x1,x2,x3,x4,x5,x6,x7,label
0.98,514.5,294.0,110.25,7.0,5,0.25,4,30.12
0.9,563.5,318.5,122.5,7.0,2,0.25,4,32.12
0.9,563.5,318.5,122.5,7.0,3,0.25,4,37.12
0.9,563.5,318.5,122.5,7.0,4,0.25,4,36.16
0.9,563.5,318.5,122.5,7.0,5,0.25,4,33.16
0.86,588.0,294.0,147.0,7.0,2,0.25,4,29.45
0.86,588.0,294.0,147.0,7.0,3,0.25,4,34.19
0.86,588.0,294.0,147.0,7.0,4,0.25,4,33.93
0.86,588.0,294.0,147.0,7.0,5,0.25,4,28.31
0.82,612.5,318.5,147.0,7.0,2,0.25,4,26.3
0.82,612.5,318.5,147.0,7.0,3,0.25,4,29.43
0.82,612.5,318.5,147.0,7.0,4,0.25,4,28.76
0.82,612.5,318.5,147.0,7.0,5,0.25,4,27.34
0.79,637.0,343.0,147.0,7.0,2,0.25,4,36.26
0.79,637.0,343.0,147.0,7.0,3,0.25,4,45.48
0.79,637.0,343.0,147.0,7.0,4,0.25,4,44.16
0.79,637.0,343.0,147.0,7.0,5,0.25,4,37.26
0.76,661.5,416.5,122.5,7.0,2,0.25,4,37.2
0.76,661.5,416.5,122.5,7.0,3,0.25,4,36.76
0.76,661.5,416.5,122.5,7.0,4,0.25,4,37.05
0.76,661.5,416.5,122.5,7.0,5,0.25,4,37.51
0.74,686.0,245.0,220.5,3.5,2,0.25,4,14.92
0.74,686.0,245.0,220.5,3.5,3,0.25,4,15.24
0.74,686.0,245.0,220.5,3.5,4,0.25,4,15.03
0.74,686.0,245.0,220.5,3.5,5,0.25,4,15.35
0.71,710.5,269.5,220.5,3.5,2,0.25,4,14.67
0.71,710.5,269.5,220.5,3.5,3,0.25,4,15.09
0.71,710.5,269.5,220.5,3.5,4,0.25,4,15.2
0.71,710.5,269.5,220.5,3.5,5,0.25,4,15.64
0.69,735.0,294.0,220.5,3.5,2,0.25,4,15.37
0.69,735.0,294.0,220.5,3.5,3,0.25,4,15.73
0.69,735.0,294.0,220.5,3.5,4,0.25,4,15.83
0.69,735.0,294.0,220.5,3.5,5,0.25,4,16.13
0.66,759.5,318.5,220.5,3.5,2,0.25,4,15.95
0.66,759.5,318.5,220.5,3.5,3,0.25,4,15.59
0.66,759.5,318.5,220.5,3.5,4,0.25,4,16.17
0.66,759.5,318.5,220.5,3.5,5,0.25,4,16.14
0.64,784.0,343.0,220.5,3.5,2,0.25,4,19.65
0.64,784.0,343.0,220.5,3.5,3,0.25,4,19.76
0.64,784.0,343.0,220.5,3.5,4,0.25,4,20.37
0.64,784.0,343.0,220.5,3.5,5,0.25,4,19.9
0.62,808.5,367.5,220.5,3.5,2,0.25,4,15.41
0.62,808.5,367.5,220.5,3.5,3,0.25,4,15.56
0.62,808.5,367.5,220.5,3.5,4,0.25,4,15.07
0.62,808.5,367.5,220.5,3.5,5,0.25,4,15.38
0.98,514.5,294.0,110.25,7.0,2,0.25,5,29.53
0.98,514.5,294.0,110.25,7.0,3,0.25,5,29.77
0.98,514.5,294.0,110.25,7.0,4,0.25,5,30.0
0.98,514.5,294.0,110.25,7.0,5,0.25,5,30.2
0.9,563.5,318.5,122.5,7.0,2,0.25,5,32.25
0.9,563.5,318.5,122.5,7.0,3,0.25,5,32.0
0.9,563.5,318.5,122.5,7.0,4,0.25,5,37.19
0.9,563.5,318.5,122.5,7.0,5,0.25,5,35.62
0.86,588.0,294.0,147.0,7.0,2,0.25,5,28.02
0.86,588.0,294.0,147.0,7.0,3,0.25,5,29.43
0.86,588.0,294.0,147.0,7.0,4,0.25,5,34.15
0.86,588.0,294.0,147.0,7.0,5,0.25,5,33.47
0.82,612.5,318.5,147.0,7.0,2,0.25,5,26.53
0.82,612.5,318.5,147.0,7.0,3,0.25,5,26.08
0.82,612.5,318.5,147.0,7.0,4,0.25,5,29.31
0.82,612.5,318.5,147.0,7.0,5,0.25,5,28.14
0.79,637.0,343.0,147.0,7.0,2,0.25,5,37.54
0.79,637.0,343.0,147.0,7.0,3,0.25,5,36.66
0.79,637.0,343.0,147.0,7.0,4,0.25,5,45.28
0.79,637.0,343.0,147.0,7.0,5,0.25,5,43.73
0.76,661.5,416.5,122.5,7.0,2,0.25,5,36.93
0.76,661.5,416.5,122.5,7.0,3,0.25,5,37.01
0.76,661.5,416.5,122.5,7.0,4,0.25,5,35.73
0.76,661.5,416.5,122.5,7.0,5,0.25,5,36.15
0.74,686.0,245.0,220.5,3.5,2,0.25,5,14.48
0.74,686.0,245.0,220.5,3.5,3,0.25,5,14.58
0.74,686.0,245.0,220.5,3.5,4,0.25,5,14.81
0.74,686.0,245.0,220.5,3.5,5,0.25,5,14.03
0.71,710.5,269.5,220.5,3.5,2,0.25,5,15.27
0.71,710.5,269.5,220.5,3.5,3,0.25,5,14.71
0.71,710.5,269.5,220.5,3.5,4,0.25,5,15.23
0.71,710.5,269.5,220.5,3.5,5,0.25,5,14.97
0.69,735.0,294.0,220.5,3.5,2,0.25,5,15.14
0.69,735.0,294.0,220.5,3.5,3,0.25,5,14.97
0.69,735.0,294.0,220.5,3.5,4,0.25,5,15.22
0.69,735.0,294.0,220.5,3.5,5,0.25,5,14.6
0.66,759.5,318.5,220.5,3.5,2,0.25,5,15.83
0.66,759.5,318.5,220.5,3.5,3,0.25,5,16.03
0.66,759.5,318.5,220.5,3.5,4,0.25,5,15.8
0.66,759.5,318.5,220.5,3.5,5,0.25,5,16.06
0.64,784.0,343.0,220.5,3.5,2,0.25,5,20.13
0.64,784.0,343.0,220.5,3.5,3,0.25,5,20.01
0.64,784.0,343.0,220.5,3.5,4,0.25,5,20.19
0.64,784.0,343.0,220.5,3.5,5,0.25,5,20.29
0.62,808.5,367.5,220.5,3.5,2,0.25,5,15.19
0.62,808.5,367.5,220.5,3.5,3,0.25,5,14.61
0.62,808.5,367.5,220.5,3.5,4,0.25,5,14.61
0.62,808.5,367.5,220.5,3.5,5,0.25,5,14.75
0.98,514.5,294.0,110.25,7.0,2,0.4,1,33.37
0.98,514.5,294.0,110.25,7.0,3,0.4,1,33.34
0.98,514.5,294.0,110.25,7.0,4,0.4,1,32.83
0.98,514.5,294.0,110.25,7.0,5,0.4,1,33.04
0.9,563.5,318.5,122.5,7.0,2,0.4,1,39.28
0.9,563.5,318.5,122.5,7.0,3,0.4,1,36.38
0.9,563.5,318.5,122.5,7.0,4,0.4,1,35.92
0.9,563.5,318.5,122.5,7.0,5,0.4,1,40.99
0.86,588.0,294.0,147.0,7.0,2,0.4,1,35.99
0.86,588.0,294.0,147.0,7.0,3,0.4,1,30.66
0.86,588.0,294.0,147.0,7.0,4,0.4,1,31.7
0.86,588.0,294.0,147.0,7.0,5,0.4,1,36.73
0.82,612.5,318.5,147.0,7.0,2,0.4,1,31.71
0.82,612.5,318.5,147.0,7.0,3,0.4,1,29.13
0.82,612.5,318.5,147.0,7.0,4,0.4,1,28.99
0.82,612.5,318.5,147.0,7.0,5,0.4,1,33.54
0.79,637.0,343.0,147.0,7.0,2,0.4,1,45.29
0.79,637.0,343.0,147.0,7.0,3,0.4,1,39.07
0.79,637.0,343.0,147.0,7.0,4,0.4,1,38.35
0.79,637.0,343.0,147.0,7.0,5,0.4,1,46.94
0.76,661.5,416.5,122.5,7.0,2,0.4,1,39.55
0.76,661.5,416.5,122.5,7.0,3,0.4,1,40.85
0.76,661.5,416.5,122.5,7.0,4,0.4,1,40.63
0.76,661.5,416.5,122.5,7.0,5,0.4,1,39.48
0.74,686.0,245.0,220.5,3.5,2,0.4,1,16.94
0.74,686.0,245.0,220.5,3.5,3,0.4,1,17.25
0.74,686.0,245.0,220.5,3.5,4,0.4,1,17.03
0.74,686.0,245.0,220.5,3.5,5,0.4,1,17.25
0.71,710.5,269.5,220.5,3.5,2,0.4,1,17.1
0.71,710.5,269.5,220.5,3.5,3,0.4,1,17.51
0.71,710.5,269.5,220.5,3.5,4,0.4,1,17.12
0.71,710.5,269.5,220.5,3.5,5,0.4,1,17.47
0.69,735.0,294.0,220.5,3.5,2,0.4,1,16.5
0.69,735.0,294.0,220.5,3.5,3,0.4,1,17.0
0.69,735.0,294.0,220.5,3.5,4,0.4,1,16.87
0.69,735.0,294.0,220.5,3.5,5,0.4,1,17.2
0.66,759.5,318.5,220.5,3.5,2,0.4,1,18.14
0.66,759.5,318.5,220.5,3.5,3,0.4,1,18.03
0.66,759.5,318.5,220.5,3.5,4,0.4,1,18.14
0.66,759.5,318.5,220.5,3.5,5,0.4,1,17.95
0.64,784.0,343.0,220.5,3.5,2,0.4,1,22.72
0.64,784.0,343.0,220.5,3.5,3,0.4,1,22.73
0.64,784.0,343.0,220.5,3.5,4,0.4,1,22.72
0.64,784.0,343.0,220.5,3.5,5,0.4,1,22.53
0.62,808.5,367.5,220.5,3.5,2,0.4,1,17.2
0.62,808.5,367.5,220.5,3.5,3,0.4,1,17.21
0.62,808.5,367.5,220.5,3.5,4,0.4,1,17.15
0.62,808.5,367.5,220.5,3.5,5,0.4,1,17.2
0.98,514.5,294.0,110.25,7.0,2,0.4,2,32.96
0.98,514.5,294.0,110.25,7.0,3,0.4,2,33.13
0.98,514.5,294.0,110.25,7.0,4,0.4,2,33.94
0.98,514.5,294.0,110.25,7.0,5,0.4,2,33.78
0.9,563.5,318.5,122.5,7.0,2,0.4,2,38.35
0.9,563.5,318.5,122.5,7.0,3,0.4,2,35.39
0.9,563.5,318.5,122.5,7.0,4,0.4,2,34.94
0.9,563.5,318.5,122.5,7.0,5,0.4,2,40.66
0.86,588.0,294.0,147.0,7.0,2,0.4,2,35.48
0.86,588.0,294.0,147.0,7.0,3,0.4,2,30.53
0.86,588.0,294.0,147.0,7.0,4,0.4,2,32.28
0.86,588.0,294.0,147.0,7.0,5,0.4,2,36.86
0.82,612.5,318.5,147.0,7.0,2,0.4,2,30.34
0.82,612.5,318.5,147.0,7.0,3,0.4,2,27.93
0.82,612.5,318.5,147.0,7.0,4,0.4,2,28.95
0.82,612.5,318.5,147.0,7.0,5,0.4,2,32.92
0.79,637.0,343.0,147.0,7.0,2,0.4,2,45.59
0.79,637.0,343.0,147.0,7.0,3,0.4,2,39.41
0.79,637.0,343.0,147.0,7.0,4,0.4,2,38.84
0.79,637.0,343.0,147.0,7.0,5,0.4,2,48.03
0.76,661.5,416.5,122.5,7.0,2,0.4,2,39.48
0.76,661.5,416.5,122.5,7.0,3,0.4,2,40.4
0.76,661.5,416.5,122.5,7.0,4,0.4,2,40.47
0.76,661.5,416.5,122.5,7.0,5,0.4,2,39.7
0.74,686.0,245.0,220.5,3.5,2,0.4,2,16.43
0.74,686.0,245.0,220.5,3.5,3,0.4,2,16.93
0.74,686.0,245.0,220.5,3.5,4,0.4,2,16.99
0.74,686.0,245.0,220.5,3.5,5,0.4,2,17.03
0.71,710.5,269.5,220.5,3.5,2,0.4,2,16.77
0.71,710.5,269.5,220.5,3.5,3,0.4,2,17.37
0.71,710.5,269.5,220.5,3.5,4,0.4,2,17.27
0.71,710.5,269.5,220.5,3.5,5,0.4,2,17.51
0.69,735.0,294.0,220.5,3.5,2,0.4,2,16.44
0.69,735.0,294.0,220.5,3.5,3,0.4,2,17.01
0.69,735.0,294.0,220.5,3.5,4,0.4,2,17.23
0.69,735.0,294.0,220.5,3.5,5,0.4,2,17.22
0.66,759.5,318.5,220.5,3.5,2,0.4,2,17.85
0.66,759.5,318.5,220.5,3.5,3,0.4,2,17.89
0.66,759.5,318.5,220.5,3.5,4,0.4,2,18.36
0.66,759.5,318.5,220.5,3.5,5,0.4,2,18.15
0.64,784.0,343.0,220.5,3.5,2,0.4,2,21.72
0.64,784.0,343.0,220.5,3.5,3,0.4,2,22.07
0.64,784.0,343.0,220.5,3.5,4,0.4,2,22.09
0.64,784.0,343.0,220.5,3.5,5,0.4,2,21.93
0.62,808.5,367.5,220.5,3.5,2,0.4,2,17.36
0.62,808.5,367.5,220.5,3.5,3,0.4,2,17.38
0.62,808.5,367.5,220.5,3.5,4,0.4,2,16.86
0.62,808.5,367.5,220.5,3.5,5,0.4,2,16.99
0.98,514.5,294.0,110.25,7.0,2,0.4,3,32.78
0.98,514.5,294.0,110.25,7.0,3,0.4,3,33.24
0.98,514.5,294.0,110.25,7.0,4,0.4,3,33.86
0.98,514.5,294.0,110.25,7.0,5,0.4,3,34.0
0.9,563.5,318.5,122.5,7.0,2,0.4,3,37.26
0.9,563.5,318.5,122.5,7.0,3,0.4,3,35.04
0.9,563.5,318.5,122.5,7.0,4,0.4,3,33.82
0.9,563.5,318.5,122.5,7.0,5,0.4,3,33.31
0.86,588.0,294.0,147.0,7.0,2,0.4,3,35.22
0.86,588.0,294.0,147.0,7.0,3,0.4,3,34.7
0.86,588.0,294.0,147.0,7.0,4,0.4,3,30.11
0.86,588.0,294.0,147.0,7.0,5,0.4,3,31.6
0.82,612.5,318.5,147.0,7.0,2,0.4,3,32.43
0.82,612.5,318.5,147.0,7.0,3,0.4,3,30.65
0.82,612.5,318.5,147.0,7.0,4,0.4,3,29.77
0.82,612.5,318.5,147.0,7.0,5,0.4,3,29.64
0.79,637.0,343.0,147.0,7.0,2,0.4,3,46.44
0.79,637.0,343.0,147.0,7.0,3,0.4,3,44.18
0.79,637.0,343.0,147.0,7.0,4,0.4,3,38.81
0.79,637.0,343.0,147.0,7.0,5,0.4,3,38.23
0.76,661.5,416.5,122.5,7.0,2,0.4,3,38.17
0.76,661.5,416.5,122.5,7.0,3,0.4,3,38.48
0.76,661.5,416.5,122.5,7.0,4,0.4,3,39.66
0.76,661.5,416.5,122.5,7.0,5,0.4,3,40.1
0.74,686.0,245.0,220.5,3.5,2,0.4,3,16.08
0.74,686.0,245.0,220.5,3.5,3,0.4,3,15.39
0.74,686.0,245.0,220.5,3.5,4,0.4,3,16.57
0.74,686.0,245.0,220.5,3.5,5,0.4,3,16.6
0.71,710.5,269.5,220.5,3.5,2,0.4,3,16.11
0.71,710.5,269.5,220.5,3.5,3,0.4,3,15.47
0.71,710.5,269.5,220.5,3.5,4,0.4,3,16.7
0.71,710.5,269.5,220.5,3.5,5,0.4,3,16.1
0.69,735.0,294.0,220.5,3.5,2,0.4,3,16.35
0.69,735.0,294.0,220.5,3.5,3,0.4,3,15.84
0.69,735.0,294.0,220.5,3.5,4,0.4,3,16.99
0.69,735.0,294.0,220.5,3.5,5,0.4,3,17.02
0.66,759.5,318.5,220.5,3.5,2,0.4,3,17.04
0.66,759.5,318.5,220.5,3.5,3,0.4,3,17.63
0.66,759.5,318.5,220.5,3.5,4,0.4,3,18.1
0.66,759.5,318.5,220.5,3.5,5,0.4,3,18.22
0.64,784.0,343.0,220.5,3.5,2,0.4,3,20.78
0.64,784.0,343.0,220.5,3.5,3,0.4,3,20.72
0.64,784.0,343.0,220.5,3.5,4,0.4,3,21.54
0.64,784.0,343.0,220.5,3.5,5,0.4,3,21.53
0.62,808.5,367.5,220.5,3.5,2,0.4,3,16.9
0.62,808.5,367.5,220.5,3.5,3,0.4,3,17.14
0.62,808.5,367.5,220.5,3.5,4,0.4,3,16.56
0.62,808.5,367.5,220.5,3.5,5,0.4,3,16.0
0.98,514.5,294.0,110.25,7.0,2,0.4,4,32.95
0.98,514.5,294.0,110.25,7.0,3,0.4,4,33.06
0.98,514.5,294.0,110.25,7.0,4,0.4,4,33.95
0.98,514.5,294.0,110.25,7.0,5,0.4,4,33.88
0.9,563.5,318.5,122.5,7.0,2,0.4,4,33.98
0.9,563.5,318.5,122.5,7.0,3,0.4,4,39.92
0.9,563.5,318.5,122.5,7.0,4,0.4,4,39.22
0.9,563.5,318.5,122.5,7.0,5,0.4,4,36.1
0.86,588.0,294.0,147.0,7.0,2,0.4,4,31.53
0.86,588.0,294.0,147.0,7.0,3,0.4,4,36.2
0.86,588.0,294.0,147.0,7.0,4,0.4,4,36.21
0.86,588.0,294.0,147.0,7.0,5,0.4,4,31.0
0.82,612.5,318.5,147.0,7.0,2,0.4,4,28.2
0.82,612.5,318.5,147.0,7.0,3,0.4,4,32.35
0.82,612.5,318.5,147.0,7.0,4,0.4,4,31.14
0.82,612.5,318.5,147.0,7.0,5,0.4,4,28.43
0.79,637.0,343.0,147.0,7.0,2,0.4,4,38.33
0.79,637.0,343.0,147.0,7.0,3,0.4,4,47.59
0.79,637.0,343.0,147.0,7.0,4,0.4,4,46.23
0.79,637.0,343.0,147.0,7.0,5,0.4,4,39.56
0.76,661.5,416.5,122.5,7.0,2,0.4,4,40.36
0.76,661.5,416.5,122.5,7.0,3,0.4,4,39.67
0.76,661.5,416.5,122.5,7.0,4,0.4,4,39.85
0.76,661.5,416.5,122.5,7.0,5,0.4,4,40.77
0.74,686.0,245.0,220.5,3.5,2,0.4,4,16.61
0.74,686.0,245.0,220.5,3.5,3,0.4,4,16.74
0.74,686.0,245.0,220.5,3.5,4,0.4,4,16.9
0.74,686.0,245.0,220.5,3.5,5,0.4,4,17.32
0.71,710.5,269.5,220.5,3.5,2,0.4,4,16.85
0.71,710.5,269.5,220.5,3.5,3,0.4,4,17.2
0.71,710.5,269.5,220.5,3.5,4,0.4,4,17.23
0.71,710.5,269.5,220.5,3.5,5,0.4,4,17.74
0.69,735.0,294.0,220.5,3.5,2,0.4,4,16.81
0.69,735.0,294.0,220.5,3.5,3,0.4,4,16.88
0.69,735.0,294.0,220.5,3.5,4,0.4,4,16.9
0.69,735.0,294.0,220.5,3.5,5,0.4,4,17.39
0.66,759.5,318.5,220.5,3.5,2,0.4,4,17.86
0.66,759.5,318.5,220.5,3.5,3,0.4,4,17.82
0.66,759.5,318.5,220.5,3.5,4,0.4,4,18.36
0.66,759.5,318.5,220.5,3.5,5,0.4,4,18.24
0.64,784.0,343.0,220.5,3.5,2,0.4,4,21.68
0.64,784.0,343.0,220.5,3.5,3,0.4,4,21.54
0.64,784.0,343.0,220.5,3.5,4,0.4,4,22.25
0.64,784.0,343.0,220.5,3.5,5,0.4,4,22.49
0.62,808.5,367.5,220.5,3.5,2,0.4,4,17.1
0.62,808.5,367.5,220.5,3.5,3,0.4,4,16.79
0.62,808.5,367.5,220.5,3.5,4,0.4,4,16.58
0.62,808.5,367.5,220.5,3.5,5,0.4,4,16.79
0.98,514.5,294.0,110.25,7.0,2,0.4,5,32.88
0.98,514.5,294.0,110.25,7.0,3,0.4,5,33.23
0.98,514.5,294.0,110.25,7.0,4,0.4,5,33.76
0.98,514.5,294.0,110.25,7.0,5,0.4,5,34.01
0.9,563.5,318.5,122.5,7.0,2,0.4,5,33.94
0.9,563.5,318.5,122.5,7.0,3,0.4,5,33.14
0.9,563.5,318.5,122.5,7.0,4,0.4,5,38.79
0.9,563.5,318.5,122.5,7.0,5,0.4,5,37.27
0.86,588.0,294.0,147.0,7.0,2,0.4,5,29.69
0.86,588.0,294.0,147.0,7.0,3,0.4,5,31.2
0.86,588.0,294.0,147.0,7.0,4,0.4,5,36.26
0.86,588.0,294.0,147.0,7.0,5,0.4,5,35.71
0.82,612.5,318.5,147.0,7.0,2,0.4,5,29.93
0.82,612.5,318.5,147.0,7.0,3,0.4,5,29.56
0.82,612.5,318.5,147.0,7.0,4,0.4,5,33.84
0.82,612.5,318.5,147.0,7.0,5,0.4,5,32.54
0.79,637.0,343.0,147.0,7.0,2,0.4,5,38.56
0.79,637.0,343.0,147.0,7.0,3,0.4,5,37.7
0.79,637.0,343.0,147.0,7.0,4,0.4,5,47.01
0.79,637.0,343.0,147.0,7.0,5,0.4,5,44.87
0.76,661.5,416.5,122.5,7.0,2,0.4,5,39.37
0.76,661.5,416.5,122.5,7.0,3,0.4,5,39.8
0.76,661.5,416.5,122.5,7.0,4,0.4,5,37.79
0.76,661.5,416.5,122.5,7.0,5,0.4,5,38.18
0.74,686.0,245.0,220.5,3.5,2,0.4,5,16.69
0.74,686.0,245.0,220.5,3.5,3,0.4,5,16.62
0.74,686.0,245.0,220.5,3.5,4,0.4,5,16.94
0.74,686.0,245.0,220.5,3.5,5,0.4,5,16.7
0.71,710.5,269.5,220.5,3.5,2,0.4,5,15.59
0.71,710.5,269.5,220.5,3.5,3,0.4,5,14.58
0.71,710.5,269.5,220.5,3.5,4,0.4,5,15.33
0.71,710.5,269.5,220.5,3.5,5,0.4,5,15.31
0.69,735.0,294.0,220.5,3.5,2,0.4,5,16.63
0.69,735.0,294.0,220.5,3.5,3,0.4,5,15.87
0.69,735.0,294.0,220.5,3.5,4,0.4,5,16.54
0.69,735.0,294.0,220.5,3.5,5,0.4,5,16.74
0.66,759.5,318.5,220.5,3.5,2,0.4,5,17.64
0.66,759.5,318.5,220.5,3.5,3,0.4,5,17.79
0.66,759.5,318.5,220.5,3.5,4,0.4,5,17.55
0.66,759.5,318.5,220.5,3.5,5,0.4,5,18.06
0.64,784.0,343.0,220.5,3.5,2,0.4,5,20.82
0.64,784.0,343.0,220.5,3.5,3,0.4,5,20.21
0.64,784.0,343.0,220.5,3.5,4,0.4,5,20.71
0.64,784.0,343.0,220.5,3.5,5,0.4,5,21.4
0.62,808.5,367.5,220.5,3.5,2,0.4,5,16.88
0.62,808.5,367.5,220.5,3.5,3,0.4,5,17.11
0.62,808.5,367.5,220.5,3.5,4,0.4,5,16.61
0.62,808.5,367.5,220.5,3.5,5,0.4,5,16.03
